Time,Quadrant Number,Ball Colour,Event Type
1720532208.3890378,2,Yellow,Entry
1720532208.4348574,2,Yellow,Entry
1720532208.4358559,2,Yellow,Entry
1720532208.47974,2,Yellow,Entry
1720532208.4807394,2,Yellow,Entry
1720532208.5286858,2,Yellow,Entry
1720532208.574761,2,Yellow,Entry
1720532208.574761,2,Yellow,Entry
1720532208.5757563,2,Yellow,Entry
1720532208.6190922,2,Yellow,Entry
1720532208.669823,2,Yellow,Entry
1720532208.669823,2,Yellow,Entry
1720532208.7142038,2,Yellow,Entry
1720532208.7142038,2,Yellow,Entry
1720532208.7610035,2,Yellow,Entry
1720532208.8093028,2,Yellow,Entry
1720532208.8567932,2,Yellow,Entry
1720532208.8567932,2,Yellow,Entry
1720532208.8567932,2,Yellow,Entry
1720532208.8567932,2,Yellow,Entry
1720532208.9020567,2,Yellow,Entry
1720532208.9477122,2,Yellow,Entry
1720532208.9487114,2,Yellow,Entry
1720532208.9916592,2,Yellow,Entry
1720532208.9916592,2,Yellow,Entry
1720532208.9916592,2,Yellow,Entry
1720532209.0387578,2,Yellow,Entry
1720532209.0387578,2,Yellow,Entry
1720532209.0849953,2,Yellow,Entry
1720532209.0849953,2,Yellow,Entry
1720532209.130376,2,Yellow,Entry
1720532209.1768878,2,Yellow,Entry
1720532209.1768878,2,Yellow,Entry
1720532209.2245317,2,Yellow,Entry
1720532209.2245317,2,Yellow,Entry
1720532209.2729793,2,Yellow,Entry
1720532209.3194227,2,Yellow,Entry
1720532209.365331,2,Yellow,Entry
1720532209.4099793,2,Yellow,Entry
1720532209.4109795,2,Yellow,Entry
1720532209.4566708,2,Yellow,Entry
1720532209.4566708,2,Yellow,Entry
1720532209.5508475,2,Yellow,Entry
1720532209.5961459,2,Yellow,Entry
1720532209.6450748,2,Yellow,Entry
1720532209.6893773,2,Yellow,Entry
1720532209.7814112,2,Yellow,Entry
1720532209.8759067,2,Yellow,Entry
1720532209.8759067,2,Yellow,Entry
1720532209.9706542,2,Yellow,Entry
1720532210.1065736,2,Yellow,Entry
1720532210.1065736,2,Yellow,Entry
1720532210.1535542,2,Yellow,Entry
1720532210.1535542,2,Yellow,Entry
1720532210.2003455,2,Yellow,Entry
1720532210.2013443,2,Yellow,Entry
1720532210.247014,2,Yellow,Entry
1720532210.384701,2,Yellow,Entry
1720532210.4339044,2,Yellow,Entry
1720532210.7104886,2,Yellow,Entry
1720532210.7591248,2,Yellow,Entry
1720532211.1300435,2,Yellow,Entry
1720532211.2214816,2,Yellow,Entry
1720532211.2672498,2,Yellow,Entry
1720532211.5447273,2,Yellow,Entry
1720532211.635398,2,Yellow,Entry
1720532211.6836522,2,Yellow,Entry
1720532211.8227806,2,Yellow,Entry
1720532212.0556834,2,Yellow,Entry
1720532212.1447554,2,Yellow,Entry
1720532212.7031522,2,Yellow,Entry
1720532212.750135,2,Yellow,Entry
1720532213.4442945,2,Yellow,Entry
1720532213.9512389,2,Yellow,Entry
1720532214.3676503,2,Yellow,Entry
1720532214.4785259,2,Yellow,Entry
1720532215.3554378,2,Yellow,Entry
1720532215.5421128,2,Yellow,Entry
1720532215.8187382,2,Yellow,Entry
1720532216.1436436,2,Yellow,Entry
1720532216.1899378,2,Yellow,Entry
1720532216.2363174,2,Yellow,Entry
1720532216.4210308,2,Yellow,Entry
1720532216.5130115,2,Yellow,Entry
1720532216.6509461,2,Yellow,Entry
1720532217.0241804,2,Yellow,Entry
1720532217.160718,2,Yellow,Entry
1720532218.0408936,2,Yellow,Entry
1720532218.2263708,2,Yellow,Entry
1720532218.2739437,2,Yellow,Entry
1720532218.2777147,2,Green,Entry
1720532236.6165466,1,Yellow,Entry
1720532236.6205478,1,Green,Entry
1720532236.6205478,1,Green,Entry
1720532236.661462,1,Yellow,Entry
1720532236.6656005,1,Green,Entry
1720532236.707156,1,Yellow,Entry
1720532236.7115326,1,Green,Entry
1720532236.7527003,1,Yellow,Entry
1720532236.7572742,1,Green,Entry
1720532236.798637,4,Yellow,Entry
1720532236.803272,4,Green,Entry
1720532236.8463318,4,Yellow,Entry
1720532236.8511283,4,Green,Entry
1720532236.8591616,4,Orange,Entry
1720532236.8927658,4,Yellow,Entry
1720532236.89727,4,Green,Entry
1720532236.9052722,4,Orange,Entry
1720532236.9403915,4,Yellow,Entry
1720532236.9440792,4,Green,Entry
1720532236.952313,4,Orange,Entry
1720532236.9860554,4,Yellow,Entry
1720532236.9900568,4,Green,Entry
1720532237.3577974,4,Yellow,Entry
1720532237.3577974,4,Yellow,Entry
1720532237.362799,4,Green,Entry
1720532237.4039166,4,Yellow,Entry
1720532237.4078944,4,Green,Entry
1720532237.4492817,4,Yellow,Entry
1720532237.4532835,4,Green,Entry
1720532237.4532835,4,Green,Entry
1720532237.4965184,4,Yellow,Entry
1720532237.5005999,4,Green,Entry
1720532237.5453372,4,Yellow,Entry
1720532237.549958,4,Green,Entry
1720532237.590558,4,Yellow,Entry
1720532237.590558,4,Yellow,Entry
1720532237.5945597,4,Green,Entry
1720532237.6382964,4,Yellow,Entry
1720532237.6421158,4,Green,Entry
1720532237.6996439,4,Yellow,Entry
1720532237.7117026,4,Green,Entry
1720532237.7929146,4,Green,Entry
1720532237.8682163,4,Yellow,Entry
1720532237.8745766,4,Green,Entry
1720532237.9417772,4,Yellow,Entry
1720532237.9471583,4,Green,Entry
1720532238.0133839,4,Yellow,Entry
1720532238.0193923,4,Green,Entry
1720532238.0733922,4,Yellow,Entry
1720532238.079412,4,Green,Entry
1720532238.1359885,4,Yellow,Entry
1720532238.1359885,4,Yellow,Entry
1720532238.1409898,4,Green,Entry
1720532238.1419904,4,Green,Entry
1720532238.197561,4,Yellow,Entry
1720532238.203563,4,Green,Entry
1720532238.2639222,4,Yellow,Entry
1720532238.2639222,4,Yellow,Entry
1720532238.2699382,4,Green,Entry
1720532238.327053,4,Yellow,Entry
1720532238.3280575,4,Yellow,Entry
1720532238.3345656,4,Green,Entry
1720532238.33557,4,Green,Entry
1720532238.4020405,4,Yellow,Entry
1720532238.4020405,4,Yellow,Entry
1720532238.4073954,4,Green,Entry
1720532238.408399,4,Green,Entry
1720532238.4644969,4,Yellow,Entry
1720532238.4707744,4,Green,Entry
1720532238.5240376,4,Yellow,Entry
1720532238.5240376,4,Yellow,Entry
1720532238.5311263,4,Green,Entry
1720532238.586545,4,Yellow,Entry
1720532238.586545,4,Yellow,Entry
1720532238.5944653,4,Green,Entry
1720532238.6489406,4,Yellow,Entry
1720532238.6489406,4,Yellow,Entry
1720532238.6552832,4,Green,Entry
1720532238.6552832,4,Green,Entry
1720532238.7054534,4,Yellow,Entry
1720532238.7124894,4,Green,Entry
1720532238.7635508,4,Yellow,Entry
1720532238.7635508,4,Yellow,Entry
1720532238.7689009,4,Green,Entry
1720532238.7689009,4,Green,Entry
1720532238.8103206,4,Yellow,Entry
1720532238.8103206,4,Yellow,Entry
1720532238.814322,4,Green,Entry
1720532238.856867,4,Yellow,Entry
1720532238.856867,4,Yellow,Entry
1720532238.8612444,4,Green,Entry
1720532238.9038188,4,Yellow,Entry
1720532238.9038188,4,Yellow,Entry
1720532238.9084783,4,Green,Entry
1720532238.9523046,4,Yellow,Entry
1720532238.9523046,4,Yellow,Entry
1720532238.9559238,4,Green,Entry
1720532238.9982045,4,Yellow,Entry
1720532238.9992058,4,Yellow,Entry
1720532239.0033991,4,Green,Entry
1720532239.0522587,4,Yellow,Entry
1720532239.0586815,4,Green,Entry
1720532239.1277215,4,Yellow,Entry
1720532239.131915,4,Green,Entry
1720532239.1969042,4,Yellow,Entry
1720532239.1969042,4,Yellow,Entry
1720532239.2047856,4,Green,Entry
1720532239.2582235,4,Yellow,Entry
1720532239.265454,4,Green,Entry
1720532239.3308158,4,Yellow,Entry
1720532239.3308158,4,Yellow,Entry
1720532239.3360517,4,Green,Entry
1720532239.3370554,4,Green,Entry
1720532239.3912344,4,Yellow,Entry
1720532239.3912344,4,Yellow,Entry
1720532239.397279,4,Green,Entry
1720532239.448928,4,Yellow,Entry
1720532239.448928,4,Yellow,Entry
1720532239.4548845,4,Green,Entry
1720532239.5155532,4,Yellow,Entry
1720532239.5222816,4,Green,Entry
1720532239.5222816,4,Green,Entry
1720532239.5827525,4,Yellow,Entry
1720532239.583756,4,Yellow,Entry
1720532239.5891757,4,Green,Entry
1720532239.5891757,4,Green,Entry
1720532239.6595075,4,Yellow,Entry
1720532239.6644056,4,Green,Entry
1720532239.7200875,4,Yellow,Entry
1720532239.7200875,4,Yellow,Entry
1720532239.7245705,4,Green,Entry
1720532239.7769957,4,Yellow,Entry
1720532239.7779958,4,Yellow,Entry
1720532239.781926,4,Green,Entry
1720532239.844715,4,Yellow,Entry
1720532239.8522418,4,Green,Entry
1720532239.9260447,4,Green,Entry
1720532239.9808674,4,Yellow,Entry
1720532239.982212,4,Yellow,Entry
1720532239.9870176,4,Green,Entry
1720532240.027965,4,Yellow,Entry
1720532240.027965,4,Yellow,Entry
1720532240.0330067,4,Green,Entry
1720532240.0867229,4,Yellow,Entry
1720532240.1323152,4,Yellow,Entry
1720532240.136894,4,Green,Entry
1720532240.178936,4,Yellow,Entry
1720532240.2242675,4,Yellow,Entry
1720532240.2288272,4,Green,Entry
1720532240.273621,4,Yellow,Entry
1720532240.27751,4,Green,Entry
1720532240.3208737,4,Yellow,Entry
1720532240.3779955,4,Yellow,Entry
1720532240.3830597,4,Green,Entry
1720532240.4253697,4,Yellow,Entry
1720532240.5932457,4,Yellow,Entry
1720532240.5976548,4,Green,Entry
1720532240.6404936,4,Yellow,Entry
1720532240.686815,4,Yellow,Entry
1720532240.686815,4,Yellow,Entry
1720532240.690826,4,Green,Entry
1720532240.7324886,4,Yellow,Entry
1720532240.7832935,4,Green,Entry
1720532240.8734763,4,Yellow,Entry
1720532240.9381347,4,Yellow,Entry
1720532240.943136,4,Green,Entry
1720532240.988707,4,Green,Entry
1720532241.075335,4,Yellow,Entry
1720532241.125311,4,Green,Entry
1720532241.1704113,4,Green,Entry
1720532241.2189474,4,Green,Entry
1720532241.2189474,4,Green,Entry
1720532241.2604342,4,Yellow,Entry
1720532241.2604342,4,Yellow,Entry
1720532241.2664976,4,Green,Entry
1720532241.3049834,4,Yellow,Entry
1720532241.3097296,4,Green,Entry
1720532241.3097296,4,Green,Entry
1720532241.3527632,4,Yellow,Entry
1720532241.3527632,4,Yellow,Entry
1720532241.357611,4,Green,Entry
1720532241.357611,4,Green,Entry
1720532241.400086,4,Yellow,Entry
1720532241.404791,4,Green,Entry
1720532241.404791,4,Green,Entry
1720532241.4460855,4,Yellow,Entry
1720532241.4510858,4,Green,Entry
1720532241.4979796,4,Green,Entry
1720532241.4979796,4,Green,Entry
1720532241.541857,4,Yellow,Entry
1720532241.5458567,4,Green,Entry
1720532241.5458567,4,Green,Entry
1720532241.5468588,4,Green,Entry
1720532241.5856736,4,Yellow,Entry
1720532241.5856736,4,Yellow,Entry
1720532241.5909908,4,Green,Entry
1720532241.5909908,4,Green,Entry
1720532241.63332,4,Yellow,Entry
1720532241.6381886,4,Green,Entry
1720532241.6794136,4,Yellow,Entry
1720532241.680414,4,Yellow,Entry
1720532241.6844146,4,Green,Entry
1720532241.7251017,4,Yellow,Entry
1720532241.7291229,4,Green,Entry
1720532241.7301247,4,Green,Entry
1720532241.7765865,4,Green,Entry
1720532241.820149,4,Yellow,Entry
1720532241.8241506,4,Green,Entry
1720532241.8699052,4,Green,Entry
1720532241.915118,4,Green,Entry
1720532241.915118,4,Green,Entry
1720532242.0068028,4,Yellow,Entry
1720532242.073104,4,Green,Entry
1720532242.1116595,4,Yellow,Entry
1720532242.1116595,4,Yellow,Entry
1720532242.1593082,4,Yellow,Entry
1720532242.1652086,4,Green,Entry
1720532242.2046597,4,Yellow,Entry
1720532242.2092614,4,Green,Entry
1720532242.254666,4,Green,Entry
1720532242.254666,4,Green,Entry
1720532242.300113,4,Green,Entry
1720532242.341698,4,Yellow,Entry
1720532242.3910632,4,Yellow,Entry
1720532242.4969923,4,Green,Entry
1720532242.4969923,4,Green,Entry
1720532242.5414956,4,Yellow,Entry
1720532242.5450091,4,Green,Entry
1720532242.5912495,4,Green,Entry
1720532242.5912495,4,Green,Entry
1720532242.7313607,4,Green,Entry
1720532242.8652835,4,Yellow,Entry
1720532242.8652835,4,Yellow,Entry
1720532242.8652835,4,Yellow,Entry
1720532242.870307,4,Green,Entry
1720532242.870307,4,Green,Entry
1720532242.870307,4,Green,Entry
1720532242.9110506,4,Yellow,Entry
1720532242.9156618,4,Green,Entry
1720532242.9161644,4,Green,Entry
1720532243.0080512,4,Green,Entry
1720532243.0507119,4,Yellow,Entry
1720532243.055712,4,Green,Entry
1720532243.1460083,4,Yellow,Entry
1720532243.1938944,4,Yellow,Entry
1720532243.197896,4,Green,Entry
1720532243.2424028,4,Green,Entry
1720532243.2860467,4,Yellow,Entry
1720532243.2860467,4,Yellow,Entry
1720532243.3353949,4,Green,Entry
1720532243.3353949,4,Green,Entry
1720532243.3363955,4,Green,Entry
1720532243.3832095,4,Green,Entry
1720532243.4239159,4,Yellow,Entry
1720532243.518405,4,Yellow,Entry
1720532243.634268,4,Green,Entry
1720532243.6789014,4,Green,Entry
1720532243.6789014,4,Green,Entry
1720532243.7268548,4,Green,Entry
1720532243.7717824,4,Green,Entry
1720532243.818784,4,Green,Entry
1720532243.865806,4,Green,Entry
1720532243.9051735,4,Yellow,Entry
1720532243.9051735,4,Yellow,Entry
1720532243.9511294,4,Yellow,Entry
1720532243.9555287,4,Green,Entry
1720532244.0646904,4,Yellow,Entry
1720532244.0704749,4,Green,Entry
1720532244.0704749,4,Green,Entry
1720532244.122822,4,Yellow,Entry
1720532244.1919372,4,Green,Entry
1720532244.3246496,4,Green,Entry
1720532244.3708405,4,Green,Entry
1720532244.492007,4,Yellow,Entry
1720532244.492007,4,Yellow,Entry
1720532244.4979088,4,Green,Entry
1720532244.5441105,4,Green,Entry
1720532244.594855,4,Green,Entry
1720532244.6516404,4,Green,Entry
1720532244.6516404,4,Green,Entry
1720532244.7025435,4,Green,Entry
1720532244.761122,4,Green,Entry
1720532244.8554206,4,Green,Entry
1720532244.8942904,4,Yellow,Entry
1720532244.949901,4,Green,Entry
1720532245.0024164,4,Yellow,Entry
1720532245.0066166,4,Green,Entry
1720532245.0066166,4,Green,Entry
1720532245.0076401,4,Green,Entry
1720532245.0540707,4,Green,Entry
1720532245.0540707,4,Green,Entry
1720532245.14309,4,Green,Entry
1720532245.185817,4,Yellow,Entry
1720532245.1903605,4,Green,Entry
1720532245.280296,4,Yellow,Entry
1720532245.3331392,4,Green,Entry
1720532245.3331392,4,Green,Entry
1720532245.3798292,4,Green,Entry
1720532245.4734843,4,Green,Entry
1720532245.564826,4,Green,Entry
1720532245.659794,4,Green,Entry
1720532245.7029574,4,Yellow,Entry
1720532245.707062,4,Green,Entry
1720532245.752683,4,Green,Entry
1720532245.793908,4,Yellow,Entry
1720532245.8430085,4,Yellow,Entry
1720532245.8470156,4,Green,Entry
1720532245.8949983,4,Green,Entry
1720532246.0022588,4,Green,Entry
1720532246.0463533,4,Green,Entry
1720532246.0463533,4,Green,Entry
1720532246.0902224,4,Yellow,Entry
1720532246.0945303,4,Green,Entry
1720532246.1433642,4,Green,Entry
1720532246.1916163,4,Green,Entry
1720532246.2479446,4,Green,Entry
1720532246.3072574,4,Yellow,Entry
1720532246.311901,4,Green,Entry
1720532246.311901,4,Green,Entry
1720532246.353353,4,Yellow,Entry
1720532246.3596814,4,Green,Entry
1720532246.4044497,4,Green,Entry
1720532246.4044497,4,Green,Entry
1720532246.6250193,4,Green,Entry
1720532246.7349,4,Green,Entry
1720532246.7359006,4,Green,Entry
1720532246.8370187,4,Yellow,Entry
1720532246.8414192,4,Green,Entry
1720532246.8910544,4,Green,Entry
1720532246.9467993,4,Yellow,Entry
1720532247.0643167,4,Green,Entry
1720532247.1235566,4,Green,Entry
1720532247.1684935,4,Green,Entry
1720532247.1684935,4,Green,Entry
1720532247.2103105,4,Yellow,Entry
1720532247.261139,4,Green,Entry
1720532247.3209107,4,Yellow,Entry
1720532247.3252296,4,Green,Entry
1720532247.3688977,4,Green,Entry
1720532247.4552581,4,Yellow,Entry
1720532247.459258,4,Green,Entry
1720532247.459258,4,Green,Entry
1720532247.5090714,4,Green,Entry
1720532247.5090714,4,Green,Entry
1720532247.601499,4,Green,Entry
1720532247.6483183,4,Green,Entry
1720532247.7436829,4,Green,Entry
1720532247.7848604,4,Yellow,Entry
1720532247.792089,4,Green,Entry
1720532247.8306856,4,Yellow,Entry
1720532247.8347998,4,Green,Entry
1720532247.8802173,4,Green,Entry
1720532247.9268155,4,Green,Entry
1720532247.9729447,4,Green,Entry
1720532247.9729447,4,Green,Entry
1720532248.0188105,4,Yellow,Entry
1720532248.0671942,4,Green,Entry
1720532248.1084995,4,Yellow,Entry
1720532248.2112758,4,Green,Entry
1720532248.212276,4,Green,Entry
1720532248.212276,4,Green,Entry
1720532248.2533023,4,Green,Entry
1720532248.2972653,4,Yellow,Entry
1720532248.438801,4,Green,Entry
1720532248.438801,4,Green,Entry
1720532248.4813943,4,Yellow,Entry
1720532248.4813943,4,Yellow,Entry
1720532248.4851766,4,Green,Entry
1720532248.5300589,4,Green,Entry
1720532248.623729,4,Green,Entry
1720532248.6660888,4,Yellow,Entry
1720532248.8113623,4,Green,Entry
1720532248.8562732,4,Green,Entry
1720532248.8992677,4,Yellow,Entry
